"운영형태","관리기관명","주차장명","주차장관리번호","소재지지번주소","소재지도로명주소","전화번호","주차장유형","주차구획수","평일운영시작시각","평일운영종료시각","토요일운영시작시각","토요일운영종료시각","공휴일운영시작시각","공휴일운영종료시각","급지구분","주차기본요금","1일주차권요금","월정기권요금","위도","경도","데이터기준일자","주차장구분","부제시행구분","운영요일","요금정보","주차기본시간","추가단위시간","추가단위요금","1일주차권요금적용시간","결제방법","특기사항","실시간주차면수"
"시설관리공단위탁","부산광역시 동구청","수정초등학교 지하공영주차장","2019000003","동구 진성로 29 (수정동 464-2) 수정초등학교 지하공영주차장","-","860-7752","노외","54","00:00","24:00","00:00","24:00","00:00","24:00","4","100","2400","52000","-","-","02/04/2019","공영","-","-","-","10","10","100","-","-","-","-"
"민간위탁","부산광역시 동구청","독도주차장","2015000001","-","동구 좌천동 722  독도주차장","-","노외","42","00:00","24:00","00:00","24:00","00:00","24:00","4","100","2400","52000","-","-","09/04/2016","공영","-","-","-","10","10","100","-","-","-","-"
"민간위탁","부산광역시 동구청","초량6동제2공영주차장","2015000002","-","동구 초량6동 793-7","-","노외","42","00:00","24:00","00:00","24:00","00:00","24:00","4","100","2400","52000","129.036","35.122","07/25/2016","공영","-","-","-","10","10","100","-","-","-","-"
"시설관리공단위탁","부산광역시 동구청","수성초등학교 지하 공영주차장","2019000001","동구   수성초등학교 지하 공영주차장","-","860-7752","노외","54","00:00","24:00","00:00","24:00","00:00","24:00","-","-","-","-","-","-","02/04/2019","공영","-","-","-","10","10","-","-","-","-","-"
"시설관리공단위탁","부산광역시 동구청","화신칼라 앞 공영주차장","2019000005","동구","-","860-7752","노상","48","08:00","20:00","08:00","20:00","10:00","19:00","1","500","15000","0","-","-","02/04/2019","공영","-","-","-","10","10","500","-","-","-","-"
"시설관리공단위탁","부산광역시 동구청","범일초등학교 지하 공영","2019000002","동구   범일초등학교 지하 공영","-","860-7752","노외","91","00:00","24:00","00:00","24:00","00:00","24:00","-","-","-","-","-","-","02/04/2019","공영","-","-","-","10","10","-","-","-","-","-"
"민간위탁","부산광역시 동구청","부산일보별관(사용료산정용)","2018000001","동구 중앙대로180번길 10 (초량동 1212-2)","-","-","노상","37","08:00","21:00","08:00","18:00","08:00","18:00","-","-","-","-","-","-","12/27/2018","공영","-","-","-","10","10","-","-","-","-","-"
"민간위탁","부산광역시 동구청","조방로34번길 제2노상공영주차장","2007001226","-","동구 범일2동 830-200","-","노상","20","08:00","21:00","08:00","21:00","08:00","18:00","1","500","0","0","129.064","35.141","06/27/2017","공영","-","-","-","10","10","500","-","-","-","-"
"민간위탁","부산광역시 동구청","조방로16번길제2노상","2007001229","-","동구 범일2동 830-100","-","노상","22","08:00","21:00","08:00","21:00","08:00","18:00","1","500","0","0","129.065","35.14","07/17/2020","공영","-","-","-","10","10","500","-","-","-","-"
"민간위탁","부산광역시 동구청","자성로 제1노상공영주차장","2007001378","-","동구 범일2동 829-10","-","노상","13","08:00","21:00","08:00","21:00","08:00","18:00","1","500","0","0","129.063","35.137","06/27/2017","공영","-","-","-","10","10","500","-","-","-","-"
"민간위탁","부산광역시 동구청","자성로75번길제1노상","2007001255","-","동구 범일2동 321-29","-","노상","9","08:00","21:00","08:00","21:00","08:00","18:00","1","500","0","0","129.06","35.136","11/30/2017","공영","-","-","-","10","10","500","-","-","-","-"
"민간위탁","부산광역시 동구청","성남로49번길 제1노상","2007001403","-","동구 범일5동 68-938","-","노상","35","00:80","02:10","00:80","02:10","00:80","01:80","2","300","8000","0","129.054","35.131","11/01/2018","공영","-","-","-","10","10","300","-","-","-","-"
"민간위탁","부산광역시 동구청","성남로제2노상","2007001273","-","동구 범일5동 68-971","-","노상","25","08:00","21:00","08:00","21:00","08:00","18:00","2","300","8000","0","129.057","35.13","11/30/2017","공영","-","-","-","10","10","300","-","-","-","-"
"민간위탁","부산광역시 동구청","중앙대로399번길 제1노상공영주차장","2007001071","-","동구 좌천동 682-30","-","노상","12","08:00","21:00","08:00","21:00","08:00","18:00","2","300","8000","0","129.05","35.131","07/13/2017","공영","-","-","-","10","10","300","-","-","-","-"
"민간위탁","부산광역시 동구청","진성로9번길 제1노상(구, 우리아비바생명옆)","2007001081","-","동구 수정2동 17-2","-","노상","7","08:00","21:00","08:00","21:00","08:00","18:00","2","300","8000","0","129.047","35.129","03/20/2018","공영","-","-","-","10","10","300","-","-","-","-"
"민간위탁","부산광역시 동구청","중앙대로236번길 제2노상공영주차장","2007001347","-","동구 초량3동 1195-2","-","노상","13","08:00","21:00","08:00","21:00","08:00","18:00","1","500","0","0","129.043","35.118","06/23/2017","공영","-","-","-","10","10","500","-","-","-","-"
"민간위탁","부산광역시 동구청","중앙대로248번길제3노상","2007001349","-","동구 초량3동 1188-3","-","노상","21","08:00","21:00","08:00","21:00","08:00","18:00","1","500","0","0","129.043","35.119","11/30/2017","공영","-","-","-","10","10","500","-","-","-","-"
"민간위탁","부산광역시 동구청","중앙대로320번길제3노상공영","2007001175","-","동구 초량3동 1154-6","-","노상","14","08:00","21:00","08:00","21:00","08:00","18:00","1","500","0","0","129.046","35.125","12/11/2017","공영","-","-","-","10","10","500","-","-","-","-"
"민간위탁","부산광역시 동구청","중앙대로260번길 제1노상공영주차장","2007001153","-","동구 초량3동 1168-1","-","노상","10","08:00","21:00","08:00","21:00","08:00","18:00","1","500","0","0","129.044","35.12","06/26/2017","공영","-","-","-","10","10","500","-","-","-","-"
"민간위탁","부산광역시 동구청","좌천동제1공영","1007011067","동구 증산로65번길 7 (좌천동 808-12)","-","-","노외","52","00:00","24:00","00:00","24:00","00:00","24:00","4","100","2400","52000","129.051","35.133","11/30/2017","공영","-","-","-","10","10","100","-","-","-","-"
"민간위탁","부산광역시 동구청","초량2동공영","2007011021","-","동구 초량2동 865-65","-","노외","46","00:00","24:00","00:00","24:00","00:00","24:00","4","100","2400","52000","129.034","35.118","07/29/2014","공영","-","-","-","10","10","100","-","-","-","-"
"민간위탁","부산광역시 동구청","수정5동공영","2007011176","-","동구 수정5동 410-111","-","노외","49","00:00","24:00","00:00","24:00","00:00","24:00","4","100","2400","52000","129.046","35.137","07/30/2014","공영","-","-","-","10","10","100","-","-","-","-"
"민간위탁","부산광역시 동구청","수정2동공영","2007011195","-","동구 수정2동 771-210","-","노외","28","00:00","24:00","00:00","24:00","00:00","24:00","4","100","2400","52000","129.039","35.131","07/30/2014","공영","-","-","-","10","10","100","-","-","-","-"
"민간위탁","부산광역시 동구청","고관로 제2공영주차장(구.수정터널밑)","1007011060","-","동구 좌천동 581-16","-","노외","75","00:00","24:00","00:00","24:00","00:00","24:00","2","300","8000","160000","129.052","35.133","01/16/2018","공영","-","-","-","10","10","300","-","-","-","-"
"민간위탁","부산광역시 동구청","성남로 제1노외공영주차장","1007011059","-","동구 범일5동 1119","-","노외","29","00:00","24:00","00:00","24:00","00:00","24:00","2","300","8000","160000","129.055","35.129","06/23/2017","공영","-","-","-","10","10","300","-","-","-","-"
"민간위탁","부산광역시 동구청","수정산(동여중)공영","2007011193","-","동구 수정2동 600-3","-","노외","52","00:00","24:00","00:00","24:00","00:00","24:00","4","100","2400","52000","129.041","35.133","11/14/2016","공영","-","-","-","10","10","100","-","-","-","-"
"민간위탁","부산광역시 영도구청","남항시장 노외 공영주차장","2009000013","-","영도구 남항동 267","-","노외","-4","08:00","20:00","-","-","-","-","2","300","8000","160000","-","-","08/21/2015","공영","-","-","-","10","10","300","-","-","-","-"
"민간위탁","부산광역시 영도구청","부산대교 밑","2008000001","-","영도구 봉래1동 134-1","010-3587-7878","노상","87","08:00","19:00","08:00","15:00","-","-","2","300","8000","0","129.041","35.094","04/17/2018","공영","-","-","-","10","10","300","-","-","-","-"
"민간위탁","부산광역시 영도구청","태종보세장치장옆","2012000003","-","영도구 청학2동 1-147","-","노상","58","08:00","20:00","08:00","15:00","-","-","2","300","8000","160000","129.071","35.09","09/03/2015","공영","-","-","-","10","10","300","-","-","-","-"
"민간위탁","부산광역시 영도구청","토토볼링장앞","2006001067","영도구 대평남로 7 (대평동1가 162-1)","-","-","노상","24","08:00","20:00","-","-","-","-","2","300","8000","160000","129.036","35.09","09/02/2015","공영","-","-","-","10","10","300","-","-","-","-"
"민간위탁","부산광역시 영도구청","하늘전망대앞","2006001089","-","영도구 동삼1동 149-14","-","노상","29","08:00","20:00","08:00","20:00","08:00","20:00","4","100","2400","52000","129.054","35.073","11/06/2015","공영","-","-","-","10","10","100","-","-","-","-"
"민간위탁","부산광역시 영도구청","청학초등학교","2009000001","-","영도구 청학1동 412-3","-","노외","105","08:00","20:00","-","-","-","-","4","100","2400","52000","-","-","12/09/2015","공영","-","-","-","10","10","100","-","-","-","-"
"민간위탁","부산광역시 서구청","해돋이공영주차장","2007011073","서구 해돋이로 146 (남부민동 50-13)","-","051-240-4512","노외","102","00:00","24:00","00:00","24:00","00:00","24:00","4","100","2400","52000","129.021","35.091","10/25/2018","공영","-","-","-","10","10","100","-","-","-","-"
"민간위탁","부산광역시 서구청","서대신4동제2노상공영주차장","2007001420","-","서구 서대신4동 147-45","051-240-4555","노상","12","08:00","21:00","08:00","21:00","00:00","00:00","4","100","2400","52000","129.012","35.118","11/21/2019","공영","-","-","-","10","10","100","-","-","-","-"
"민간위탁","부산광역시 동구청","수정1동공영","2007011192","-","동구 수정1동 1043-60","-","노외","54","00:00","24:00","00:00","24:00","00:00","24:00","4","100","2400","52000","129.039","35.125","07/30/2014","공영","-","-","-","10","10","100","-","-","-","-"
"민간위탁","부산광역시 동구청","수정2동제2공영","2007011196","-","동구 수정2동 785-8","-","노외","38","00:00","24:00","00:00","24:00","00:00","24:00","4","100","2400","52000","129.042","35.13","09/19/2016","공영","-","-","-","10","10","100","-","-","-","-"
"민간위탁","부산광역시 동구청","좌천동제2공영주차장","2007011105","동구 증산로8번길 9 (좌천동 952-2)","-","-","노외","49","00:00","24:00","00:00","24:00","00:00","24:00","4","100","2400","52000","129.046","35.135","12/04/2017","공영","-","-","-","10","10","100","-","-","-","-"
"민간위탁","부산광역시 동구청","동구공영주차빌딩","2007011206","-","동구 초량1동 1204-9","051-442-0935","노외","146","00:00","24:00","00:00","24:00","00:00","24:00","2","300","8000","160000","129.04","35.113","09/19/2016","공영","-","-","-","10","10","300","-","-","-","-"
"민간위탁","부산광역시 동구청","범일1동제2공영","2007011145","동구 범곡서로 21 (범일동 1424-7)","-","-","노외","19","00:00","24:00","00:00","24:00","00:00","24:00","4","100","2400","52000","129.052","35.141","11/30/2017","공영","-","-","-","10","10","100","-","-","-","-"
"민간위탁","부산광역시 동구청","중앙대로180번길 제3노상공영주차장","2007001036","-","동구 초량1동 1213-9","-","노상","37","08:00","21:00","08:00","21:00","08:00","18:00","1","500","0","0","129.04","35.112","07/26/2017","공영","-","-","-","10","10","500","-","-","-","-"
"민간위탁","부산광역시 동구청","중앙대로332번길 제3노상공영주차장","2007001176","-","동구 초량3동 1150-3","-","노상","22","08:00","21:00","08:00","21:00","08:00","18:00","1","500","0","0","-","-","06/26/2017","공영","-","-","-","10","10","500","-","-","-","-"
"민간위탁","부산광역시 동구청","중앙대로332번길 제2노상","2007001177","-","동구 초량3동 1150-1","-","노상","9","08:00","21:00","08:00","21:00","08:00","18:00","1","500","0","0","129.047","35.126","07/13/2017","공영","-","-","-","10","10","500","-","-","-","-"
"민간위탁","부산광역시 동구청","구봉로제1노상","1007001142","-","동구 초량3동 1118-2","-","노상","49","08:00","21:00","08:00","21:00","08:00","18:00","4","100","2400","0","129.038","35.122","11/30/2017","공영","-","-","-","10","10","100","-","-","-","-"
"민간위탁","부산광역시 동구청","중앙대로320번길제2노상공영","2007001172","-","동구 초량3동 1154-3","-","노상","11","08:00","21:00","08:00","21:00","08:00","18:00","1","500","0","0","129.046","35.125","12/11/2017","공영","-","-","-","10","10","500","-","-","-","-"
"민간위탁","부산광역시 동구청","초량6동공영","2007011098","-","동구 초량6동 823-1","-","노외","47","00:00","24:00","00:00","24:00","00:00","24:00","4","100","2400","52000","129.034","35.119","07/30/2014","공영","-","-","-","10","10","100","-","-","-","-"
"민간위탁","부산광역시 동구청","조방로26번길 제2노상공영주차장","2007001227","-","동구 범일2동 830-200","-","노상","26","08:00","21:00","08:00","21:00","08:00","18:00","1","500","0","0","129.064","35.141","06/22/2017","공영","-","-","-","10","10","500","-","-","-","-"
"민간위탁","부산광역시 동구청","행복예식장옆","2007001238","-","동구 범일2동 830-128","-","노상","12","08:00","21:00","08:00","21:00","08:00","18:00","1","500","0","0","129.062","35.14","07/30/2014","공영","-","-","-","10","10","500","-","-","-","-"
"민간위탁","부산광역시 동구청","자성공원로 제1노상공영주차장","2007001375","-","동구 범일2동 830-29","-","노상","6","08:00","21:00","08:00","21:00","08:00","18:00","1","500","0","0","129.063","35.138","06/29/2017","공영","-","-","-","10","10","500","-","-","-","-"
"민간위탁","부산광역시 동구청","자성로140번길 제1노상공영주차장","2007001404","-","동구 범일5동 825-83","-","노상","30","08:00","21:00","08:00","21:00","08:00","18:00","2","300","8000","0","-","-","06/23/2017","공영","-","-","-","10","10","300","-","-","-","-"
"민간위탁","부산광역시 동구청","부산고등학교입구","2007001116","-","동구 초량3동 667-8","-","노상","16","08:00","21:00","08:00","21:00","08:00","18:00","4","100","2400","0","129.039","35.121","07/30/2014","공영","-","-","-","10","10","100","-","-","-","-"
"민간위탁","부산광역시 동구청","자유시장 뒤","2008000004","-","동구 범일2동 830-24","-","노상","32","08:00","20:00","08:00","20:00","10:00","19:00","1","500","0","0","129.061","35.141","09/18/2014","공영","-","-","-","10","10","500","-","-","-","-"
"민간위탁","부산광역시 동구청","범일초등공영","2008000014","-","동구 범일1동 1411-3","010-3587-7878","노외","91","00:00","24:00","00:00","24:00","00:00","24:00","4","100","2400","52000","129.05","35.139","06/16/2016","공영","-","-","-","10","10","100","-","-","-","-"
"민간위탁","부산광역시 동구청","수정초등공영","2008000015","-","동구 수정2동 464-2","010-3587-7878","노외","52","00:00","24:00","00:00","24:00","00:00","24:00","4","100","2400","52000","129.046","35.131","06/16/2016","공영","-","-","-","10","10","100","-","-","-","-"
"민간위탁","부산광역시 동구청","화신칼라 앞","2008000018","-","동구 범일2동 830-15","010-2269-3006","노상","48","08:00","20:00","08:00","20:00","10:00","19:00","1","500","0","0","129.063","35.139","06/16/2016","공영","-","-","-","10","10","500","-","-","-","-"
"민간위탁","부산광역시 동구청","고관로 제1공영주차장","2007011194","-","동구 좌천동 570-2","-","노외","21","00:00","24:00","00:00","24:00","00:00","24:00","2","300","8000","160000","129.052","35.133","10/30/2018","공영","-","-","-","10","10","300","-","-","-","-"
"민간위탁","부산광역시 동구청","중앙대로296번길제1노상(구,수정변전소)","2007001309","-","동구 초량3동 1159-1","-","노상","26","08:00","21:00","08:00","21:00","08:00","18:00","1","500","0","0","129.045","35.123","04/16/2018","공영","-","-","-","10","10","500","-","-","-","-"
"구(군)직영","부산광역시 동구청","범일5동 시간제주차장","2010000009","-","동구 범일5동 252-1857","-","노상","23","21:00","19:00","14:00","19:00","07:00","19:00","기타","0","0","0","129.057","35.131","07/30/2014","공영","-","-","-","10","10","0","-","-","-","-"
"민간위탁","부산광역시 동구청","동구체육공원","2010000011","-","동구 수정2동 711-1","-","노외","51","00:00","24:00","00:00","24:00","00:00","24:00","4","100","2400","52000","129.038","35.133","07/30/2014","공영","-","-","-","10","10","100","-","-","-","-"
"민간위탁","부산광역시 동구청","조방로10번길제1노상","2010000015","-","동구 범일2동 830-30","-","노상","21","08:00","21:00","08:00","21:00","08:00","18:00","1","500","0","0","129.064","35.138","10/12/2017","공영","-","-","-","10","10","500","-","-","-","-"
"민간위탁","부산광역시 동구청","가구거리 공영","2010000016","-","동구 범일1동 183","-","노외","64","00:00","24:00","00:00","24:00","00:00","24:00","2","300","8000","160000","129.055","35.136","07/30/2014","공영","-","-","-","10","10","300","-","-","-","-"
"민간위탁","부산광역시 동구청","성북공영주차장","2011000001","-","동구 좌천동 910-3","-","노외","47","00:00","24:00","00:00","24:00","00:00","24:00","4","100","2400","52000","129.048","35.137","12/02/2016","공영","-","-","-","10","10","100","-","-","-","-"
"민간위탁","부산광역시 동구청","범일1동공영주차장","2012000001","-","동구 범일1동 1338-11","-","노외","45","00:00","24:00","00:00","24:00","00:00","24:00","4","100","2400","52000","129.053","35.139","09/19/2016","공영","-","-","-","10","10","100","-","-","-","-"
"민간위탁","부산광역시 동구청","차이나타운","2008000021","-","동구 초량1동 545-15","-","노외","63","00:00","24:00","00:00","24:00","00:00","24:00","1","500","15000","240000","129.038","35.115","10/30/2018","공영","-","-","-","10","10","500","-","-","-","-"
"민간위탁","부산광역시 동구청","수정4동공영","2008000022","-","동구 수정4동 968-234","-","노외","38","00:00","24:00","00:00","24:00","00:00","24:00","4","100","2400","52000","129.041","35.127","11/23/2016","공영","-","-","-","10","10","100","-","-","-","-"
"민간위탁","부산광역시 동구청","중앙대로236번길제3노상","2008000024","-","동구 초량3동 1195-7","-","노상","13","08:00","21:00","08:00","21:00","08:00","18:00","1","500","0","0","129.043","35.118","12/26/2017","공영","-","-","-","10","10","500","-","-","-","-"
"민간위탁","부산광역시 동구청","중앙대로236번길 제4노상","2008000025","-","동구 초량3동 1196-1","-","노상","14","08:00","21:00","08:00","21:00","08:00","18:00","1","500","0","0","129.043","35.117","07/18/2017","공영","-","-","-","10","10","500","-","-","-","-"
"민간위탁","부산광역시 동구청","조방로16번길 제1노상공영주차장","2008000030","-","동구 범일2동 830-136","-","노상","17","08:00","21:00","08:00","21:00","08:00","18:00","1","500","0","0","129.063","35.139","06/23/2017","공영","-","-","-","10","10","500","-","-","-","-"
"민간위탁","부산광역시 동구청","범일1동제3공영주차장","2008000044","동구 범내로 34 (범일동 1511-4)","-","-","노외","28","00:00","24:00","00:00","24:00","00:00","24:00","4","100","2400","52000","129.05","35.143","12/04/2017","공영","-","-","-","10","10","100","-","-","-","-"
"민간위탁","부산광역시 동구청","스카이웨이","2016000002","-","동구 초량6동 827-246","-","노상","56","08:00","21:00","08:00","21:00","08:00","18:00","4","100","2400","52000","-","-","10/25/2016","공영","-","-","-","10","10","100","-","-","-","-"
"민간위탁","부산광역시 서구청","송도노외공영주차장","2008001298","-","서구 암남동 579","051-240-4512","노외","49","00:00","24:00","00:00","24:00","00:00","24:00","2","300","8000","160000","129.016","35.074","10/25/2018","공영","-","-","-","10","10","300","-","-","-","-"
"민간위탁","부산광역시 서구청","동대신2동제1노상공영주차장","2007001563","-","서구 동대신2동 452-4","051-240-4555","노상","14","08:00","21:00","08:00","21:00","00:00","00:00","2","300","8000","160000","129.02","35.112","06/11/2019","공영","-","-","-","10","10","300","-","-","-","-"
"민간위탁","부산광역시 서구청","초장동제1노상공영주차장","2007001258","-","서구 초장동 128-69","051-240-4555","노상","36","07:00","20:00","07:00","20:00","00:00","00:00","4","100","2400","52000","129.019","35.093","03/03/2020","공영","-","-","-","10","10","100","-","-","-","-"
"민간위탁","부산광역시 서구청","부민동제1노상공영주차장","2007001322","-","서구 부민동 24-4  일원","051-240-4555","노상","22","08:00","21:00","08:00","21:00","00:00","00:00","2","300","8000","160000","129.021","35.103","09/03/2019","공영","-","-","-","10","10","300","-","-","-","-"
"민간위탁","부산광역시 서구청","부민동노외공영주차장","2009000007","서구 구덕로199번길 53 (부민동3가 54-98)","-","051-240-4512","노외","64","00:00","24:00","00:00","24:00","00:00","24:00","4","100","2400","52000","129.017","35.103","10/25/2018","공영","-","-","-","10","10","100","-","-","-","-"
"민간위탁","부산광역시 서구청","동대신1동제4노상공영주차장","2016000002","-","서구 동대신1동 9-48","051-240-4555","노상","29","09:00","22:00","09:00","22:00","00:00","00:00","4","100","2400","52000","-","-","10/10/2019","공영","-","-","-","10","10","100","-","-","-","-"
"민간위탁","부산광역시 서구청","아미골공영주차장","2007011021","서구 아미로 77 (아미동2가 212-8)","-","051-240-4512","노외","62","00:00","24:00","00:00","24:00","00:00","24:00","4","100","2400","52000","129.014","35.099","10/25/2018","공영","-","-","-","10","10","100","-","-","-","-"
"민간위탁","부산광역시 서구청","충무동골목시장노외공영주차장","2016000003","서구 충무대로267번길 7 (서구 충무동1가 37-1)","-","051-240-4512","노외","13","00:00","24:00","00:00","24:00","00:00","24:00","2","300","8000","160000","-","-","02/18/2019","공영","-","-","-","10","10","300","-","-","-","-"
"민간위탁","부산광역시 서구청","암남공원노외공영주차장","2017000001","-","서구 암남동 620-4","051-240-4512","노외","339","00:00","24:00","00:00","24:00","00:00","24:00","2","300","8000","160000","-","-","10/25/2018","공영","-","-","-","10","10","300","-","-","-","-"
"민간위탁","부산광역시 서구청","암남공원 볼레스토어","2017000003","-","서구 암남동 620-12","-","노외","1","-","-","-","-","-","-","4","100","2400","52000","-","-","03/21/2017","공영","-","-","-","10","10","100","-","-","-","-"
"민간위탁","부산광역시 서구청","충무동제7노상공영주차장","2017000005","서구 자갈치로 14-11 (충무동1가 43-1)","-","051-240-4555","노상","8","07:00","20:00","07:00","20:00","07:00","20:00","2","300","8000","160000","-","-","10/25/2018","공영","-","-","-","10","10","300","-","-","-","-"
"민간위탁","부산광역시 서구청","천해로노외공영주차장","2017000006","서구 천해로 27-24 (남부민동 434-225)","-","051-240-4512","노외","54","00:00","24:00","00:00","24:00","00:00","24:00","4","100","2400","52000","-","-","11/01/2018","공영","-","-","-","10","10","100","-","-","-","-"
"민간위탁","부산광역시 서구청","암남동제5노상공영주차장","2017000007","-","서구 암남동 123-50  남항대교 밑 방파제","051-240-4555","노상","26","10:00","22:00","10:00","22:00","10:00","22:00","2","300","8000","160000","-","-","07/25/2019","공영","-","-","-","10","10","300","-","-","-","-"
"민간위탁","부산광역시 서구청","동대신1동제5노상공영주차장","2007001537","-","서구 동대신1동 419","051-240-4555","노상","15","08:00","21:00","08:00","21:00","00:00","00:00","2","300","8000","160000","129.021","35.108","05/18/2020","공영","-","-","-","10","10","300","-","-","-","-"
"민간위탁","부산광역시 서구청","남부민2동제1노상공영주차장","2007001860","-","서구 남부민2동 705","051-240-4555","노상","13","09:00","22:00","09:00","22:00","09:00","22:00","2","300","8000","160000","129.026","35.085","10/23/2018","공영","-","-","-","10","10","300","-","-","-","-"
"민간위탁","부산광역시 서구청","남부민2동제2노상공영주차장","2007001208","-","서구 남부민2동 692-2","051-240-4555","노상","23","06:00","18:00","06:00","08:00","00:00","00:00","2","300","8000","160000","129.026","35.087","10/28/2019","공영","-","-","-","10","10","300","-","-","-","-"
"민간위탁","부산광역시 서구청","충무동제2노상공영","2007001276","-","서구 충무동 9-2","051-240-4555","노상","21","08:00","21:00","08:00","21:00","00:00","00:00","2","300","8000","160000","129.02","35.101","10/23/2018","공영","-","-","-","10","10","300","-","-","-","-"
"민간위탁","부산광역시 서구청","등대로노상공영주차장","2014000002","서구 등대로 61-21 (암남동 123-37)","-","051-240-4555","노상","48","08:00","21:00","08:00","21:00","08:00","21:00","4","100","2400","52000","-","-","07/09/2019","공영","-","-","-","10","10","100","-","-","-","-"
"민간위탁","부산광역시 서구청","원양로노상공영주차장","2018000003","서구 원양로 243 (암남동 753)","-","051-240-4555","노상","81","07:00","20:00","07:00","20:00","00:00","24:00","-","-","-","-","-","-","02/18/2019","공영","-","-","-","10","10","-","-","-","-","-"
"민간위탁","부산광역시 서구청","새벽시장공영주차장","2018000002","서구 해안새벽시장길 76 (남부민동 685-1)","-","051-240-4512","노외","70","00:00","24:00","00:00","24:00","00:00","24:00","2","300","8000","160000","-","-","10/23/2018","공영","-","-","-","10","10","300","-","-","-","-"
"시설관리공단위탁","부산광역시 서구청","중앙공원 공영주차장","2019000001","서구","-","860-7752","노외","110","00:00","24:00","00:00","24:00","00:00","24:00","4","100","2400","52000","-","-","02/04/2019","공영","-","-","-","10","10","100","-","-","-","-"
"민간위탁","부산광역시 서구청","천마2노외공영주차장","2019000003","서구","-","-","노외","40","00:00","24:00","00:00","24:00","00:00","24:00","4","100","2400","52000","-","-","03/04/2019","공영","-","-","-","10","10","100","-","-","-","-"
"민간위탁","부산광역시 서구청","시약로노외공영주차장","2020000001","서구","-","-","노외","20","00:00","24:00","00:00","24:00","00:00","24:00","-","-","-","-","-","-","05/20/2020","공영","-","-","-","10","10","-","-","-","-","-"
"시설관리공단위탁","부산광역시 서구청","동대신동 공영주차장","2019000002","서구","-","860-7752","노외","30","00:00","24:00","00:00","24:00","00:00","24:00","4","100","2400","52000","-","-","02/04/2019","공영","-","-","-","10","10","100","-","-","-","-"
"민간위탁","부산광역시 서구청","아미동제2노상공영","2007001139","-","서구 아미동 5","051-240-4555","노상","11","08:00","21:00","08:00","21:00","00:00","00:00","2","300","8000","160000","129.019","35.102","08/20/2019","공영","-","-","-","10","10","300","-","-","-","-"
"민간위탁","부산광역시 서구청","암남동제1노상공영주차장","2008001134","-","서구 암남동 135-2","051-240-4555","노상","38","10:00","22:00","10:00","22:00","10:00","22:00","2","300","8000","160000","129.023","35.076","09/03/2019","공영","-","-","-","10","10","300","-","-","-","-"
"민간위탁","부산광역시 서구청","암남동제10노상공영주차장","2008001131","-","서구 암남동 95-13","051-240-4555","노상","56","08:00","21:00","08:00","21:00","00:00","00:00","2","300","8000","160000","129.024","35.081","06/04/2019","공영","-","-","-","10","10","300","-","-","-","-"
"민간위탁","부산광역시 서구청","초장동제2노상공영주차장","2007001253","-","서구 초장동 89-87","051-240-4555","노상","37","07:00","20:00","07:00","20:00","00:00","00:00","4","100","2400","52000","129.02","35.094","10/23/2018","공영","-","-","-","10","10","100","-","-","-","-"
"민간위탁","부산광역시 서구청","충무동제5노상공영","2008001297","-","서구 충무동 8-1","051-240-4555","노상","15","08:00","21:00","08:00","21:00","00:00","00:00","2","300","8000","160000","129.021","35.098","10/23/2018","공영","-","-","-","10","10","300","-","-","-","-"
"민간위탁","부산광역시 서구청","서대신4동제3노상공영주차장","2007001085","-","서구 서대신4동 7-5","051-240-4555","노상","22","08:00","21:00","08:00","21:00","00:00","00:00","4","100","2400","30000","129.007","35.128","01/28/2020","공영","-","-","-","10","10","100","-","-","-","-"
"민간위탁","부산광역시 서구청","서대신4동제1노상공영주차장","2007001124","-","서구 서대신4동 2-6","051-240-4555","노상","19","07:00","20:00","07:00","20:00","00:00","00:00","4","100","2400","52000","129.01","35.13","10/23/2018","공영","-","-","-","10","10","100","-","-","-","-"
"민간위탁","부산광역시 서구청","암남동제8노상공영주차장","2007001385","-","서구 암남동 614-5","051-240-4555","노상","50","11:00","23:00","11:00","23:00","11:00","23:00","2","300","8000","160000","129.017","35.072","10/23/2018","공영","-","-","-","10","10","300","-","-","-","-"
"민간위탁","부산광역시 서구청","암남동제7노상공영주차장","2007001178","-","서구 암남동 537-4","051-240-4555","노상","36","11:00","23:00","11:00","23:00","00:00","00:00","2","300","8000","160000","129.016","35.075","08/13/2019","공영","-","-","-","10","10","300","-","-","-","-"
"민간위탁","부산광역시 서구청","암남동제2노상공영주차장","2007001382","-","서구 암남동 583-3","051-240-4555","노상","31","11:00","23:00","11:00","23:00","11:00","23:00","2","300","8000","160000","129.016","35.074","08/13/2019","공영","-","-","-","10","10","300","-","-","-","-"
"민간위탁","부산광역시 서구청","고운들노외공영주차장","2007011218","서구 해돋이로 382 (서대신동2가 558-1)","-","051-240-4512","노외","81","00:00","24:00","00:00","24:00","00:00","24:00","4","100","2400","52000","129.013","35.107","10/25/2018","공영","-","-","-","10","10","100","-","-","-","-"
"민간위탁","부산광역시 서구청","북산리공영주차장","2007011260","-","서구 동대신2동 79-39","051-240-4512","노외","99","00:00","24:00","00:00","24:00","00:00","24:00","4","100","2400","52000","129.024","35.114","02/18/2019","공영","-","-","-","10","10","100","-","-","-","-"
